Values,Timestamp,1000 MA,5000 MA
84,26-06-2024 11:47,#N/A,#N/A
83,26-06-2024 11:47,#N/A,#N/A
83,26-06-2024 11:47,#N/A,#N/A
83,26-06-2024 11:48,#N/A,#N/A
83,26-06-2024 11:48,#N/A,#N/A
83,26-06-2024 11:48,#N/A,#N/A
83,26-06-2024 11:48,#N/A,#N/A
83,26-06-2024 11:49,#N/A,#N/A
83,26-06-2024 11:49,#N/A,#N/A
82,26-06-2024 11:49,#N/A,#N/A
83,26-06-2024 11:49,#N/A,#N/A
82,26-06-2024 11:50,#N/A,#N/A
82,26-06-2024 11:50,#N/A,#N/A
82,26-06-2024 11:50,#N/A,#N/A
82,26-06-2024 11:50,#N/A,#N/A
82,26-06-2024 11:51,#N/A,#N/A
82,26-06-2024 11:51,#N/A,#N/A
82,26-06-2024 11:51,#N/A,#N/A
82,26-06-2024 11:51,#N/A,#N/A
82,26-06-2024 11:52,#N/A,#N/A
82,26-06-2024 11:52,#N/A,#N/A
82,26-06-2024 11:52,#N/A,#N/A
82,26-06-2024 11:52,#N/A,#N/A
82,26-06-2024 11:53,#N/A,#N/A
82,26-06-2024 11:53,#N/A,#N/A
82,26-06-2024 11:53,#N/A,#N/A
82,26-06-2024 11:53,#N/A,#N/A
81,26-06-2024 11:54,#N/A,#N/A
81,26-06-2024 11:54,#N/A,#N/A
81,26-06-2024 11:54,#N/A,#N/A
81,26-06-2024 11:54,#N/A,#N/A
81,26-06-2024 11:55,#N/A,#N/A
81,26-06-2024 11:55,#N/A,#N/A
81,26-06-2024 11:55,#N/A,#N/A
81,26-06-2024 11:55,#N/A,#N/A
81,26-06-2024 11:56,#N/A,#N/A
80,26-06-2024 11:56,#N/A,#N/A
80,26-06-2024 11:56,#N/A,#N/A
80,26-06-2024 11:56,#N/A,#N/A
80,26-06-2024 11:57,#N/A,#N/A
80,26-06-2024 11:57,#N/A,#N/A
80,26-06-2024 11:57,#N/A,#N/A
80,26-06-2024 11:57,#N/A,#N/A
80,26-06-2024 11:58,#N/A,#N/A
80,26-06-2024 11:58,#N/A,#N/A
80,26-06-2024 11:58,#N/A,#N/A
80,26-06-2024 11:58,#N/A,#N/A
80,26-06-2024 11:59,#N/A,#N/A
80,26-06-2024 11:59,#N/A,#N/A
79,26-06-2024 11:59,#N/A,#N/A
79,26-06-2024 11:59,#N/A,#N/A
79,26-06-2024 12:00,#N/A,#N/A
79,26-06-2024 12:00,#N/A,#N/A
79,26-06-2024 12:00,#N/A,#N/A
79,26-06-2024 12:00,#N/A,#N/A
78,26-06-2024 12:01,#N/A,#N/A
79,26-06-2024 12:01,#N/A,#N/A
